ID,N,TaTb,VO2kg,logVO2kg,Temprounded,Run,numberextracted,Capturedate,testdate,Dateallocatedtreat,Baseline0switchm1m2,Baseline0switchm1m2,Run1or2inset0or1or2,treat1h2c,Capturesite,speciesme1g2mi3pr4,pop,time,factT,airT,groundT,subT,initialmass,Dateweigh2,mass2,SVL,length,TailReg,InitialID,Toeclip,Alttoeclip,Dateweigh3,mass3,,,
B111,2,9.77404883,17.12523561,1.233636555,-10,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,8.815656906,18.14503977,1.258757924,-9,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,1,8.150347654,18.9063443,1.276607562,-8,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,3,7.966993059,19.94419897,1.299816598,8,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,3,8.896960072,21.60220699,1.334498123,9,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,3,9.962737411,23.27032252,1.366802402,10,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,3,11.06167491,24.89215182,1.396062441,11,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,12.01969075,26.23167219,1.418825976,12,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,3,13.01227735,27.35110892,1.436974939,13,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,14.03464193,28.20711806,1.450358716,14,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,14.88496484,28.77342136,1.458991506,15,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,3,15.97672917,28.83879874,1.459977166,16,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,17.11143034,28.85997574,1.460295962,17,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,18.03824415,28.79489482,1.459315496,18,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,18.98705599,28.45542212,1.454165033,19,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,19.96921552,27.86118313,1.444999555,20,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,20.96983269,27.13083167,1.433463107,21,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,22.00306577,26.13475839,1.417218489,22,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,23.071472,25.30110619,1.403139509,23,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,24.1557396,24.3471847,1.38644875,24,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,1,24.99393882,23.9211105,1.378781337,25,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,25.84044989,23.33689016,1.368042982,26,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,26.99230339,22.21300376,1.34660729,27,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,2,28.16425847,21.03240667,1.32288897,28,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,1,29.03013151,20.22944594,1.305983988,29,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B111,3,29.56526952,18.9741994,1.27816346,30,114,196,15/02/2012,26/05/2012,22/03/2012,1,1,NA,1,Mount Wellington,1,2,NA,NA,NA,NA,NA,3.15,NA,NA,53,126,NA,2,3542,1131 (recorded 9/3/2012),NA,NA,,,
B112,17,29.64,11.14,1.046716198,-30,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,8,29.23,9.75,0.989147946,-29,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,28.02,7.16,0.854968462,-28,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,26.93,6.50,0.813242343,-27,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,25.81,5.97,0.776309679,-26,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,1,25.00,5.61,0.748594665,-25,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,24.09,5.34,0.727412321,-24,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,23.02,5.13,0.710414536,-23,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,22.02,5.03,0.701258573,-22,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,20.86,4.82,0.682846839,-21,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,19.78,4.79,0.680301306,-20,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,18.78,4.76,0.677596325,-19,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,18.00,4.72,0.673812504,-18,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,17.10,4.70,0.672354385,-17,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,15.98,4.37,0.640845033,-16,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,14.91,4.14,0.616681041,-15,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,14.02,3.29,0.517035967,-14,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,13.03,3.15,0.498373337,-13,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,11.90,3.64,0.560801726,-12,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,10.79,4.08,0.610616839,-11,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,9.83,4.48,0.651025356,-10,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,8.91,4.86,0.68624788,-9,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,1,8.37,5.08,0.705726745,-8,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,8.32,5.42,0.734342552,8,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,9.00,5.88,0.769411654,9,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,9.92,6.34,0.802284782,10,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,11.05,6.74,0.828693942,11,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,12.02,7.45,0.872401927,12,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,13.02,8.36,0.922081689,13,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,14.04,9.35,0.970921332,14,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,15.07,10.09,1.004088469,15,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,16.15,10.29,1.012366106,16,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,17.03,10.77,1.032145303,17,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,17.94,11.67,1.067033943,18,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,18.86,12.59,1.099925365,19,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,19.81,12.64,1.101852454,20,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,20.78,13.59,1.133270952,21,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,22.00,15.70,1.195918157,22,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,1,23.01,15.71,1.196186551,23,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,23.78,14.80,1.170360664,24,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,24.81,14.14,1.150338535,25,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,25.87,15.04,1.177368535,26,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,26.95,15.73,1.196803536,27,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,28.01,17.11,1.233255653,28,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,29.08,13.75,1.138431351,29,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,7,29.65,13.14,1.118598172,30,19,197,15/02/2012,22/02/2012,22/03/2012,0,0,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,28.82711979,11.27701711,1.052194239,-29,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,27.86878257,11.02457338,1.042361793,-28,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,1,26.92386977,10.7336005,1.030745427,-27,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,26.09941602,10.33912209,1.014483664,-26,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,25.05215821,10.2161515,1.009287325,-25,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,23.99067144,10.30784795,1.013168004,-24,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,22.83624608,10.29423195,1.01259395,-23,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,1,22.13031511,10.08831467,1.00381862,-22,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,21.17674999,9.845765695,0.993249496,-21,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,20.0804095,9.39185205,0.972751243,-20,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,18.94317058,8.801374328,0.944550492,-19,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,17.87851757,8.57591806,0.933280623,-18,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,16.9338327,8.446438787,0.926673639,-17,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,15.86895119,8.46262372,0.927505031,-16,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,14.75943295,8.479389049,0.928364562,-15,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,13.77218816,8.200348181,0.913832293,-14,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,13.00877735,7.976912383,0.901834822,-13,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,12.11450325,7.661225133,0.884298225,-12,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,10.99923503,7.700208297,0.886502473,-11,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,9.976734377,8.000646186,0.903125065,-10,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,9.012864583,8.537371088,0.931324159,-9,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,8.154992194,8.937742873,0.951227856,-8,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,8.03571029,9.384965818,0.972432695,8,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,8.884382812,9.822179987,0.992207888,9,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,9.949284729,10.64772456,1.027256808,10,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,11.0409961,11.48678886,1.060198638,11,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,11.98767773,12.36605989,1.092231345,12,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,12.97716145,13.47510674,1.129532214,13,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,13.99597071,14.35090385,1.156879255,14,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,3,15.05905122,15.44443586,1.188772049,15,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,16.15711587,16.41671883,1.21528636,16,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,17.05718163,16.16267788,1.208513318,17,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
B112,2,17.98669663,15.59835862,1.193078901,18,117,197,15/02/2012,28/05/2012,22/03/2012,1,1,NA,2,Mount Wellington,1,2,NA,NA,NA,NA,NA,2.94,NA,NA,52,120,4,NA,3545 (assigned 9/3/2012),NA,NA,NA,,,
